"","COUNTRY","NAME_1","NAME_2","MAIZ_curr_usd_l_ph_h_hp","SORG_curr_usd_l_ph_h_hp","BEAN_curr_usd_l_ph_h_hp","CHIC_curr_usd_l_ph_h_hp","LENT_curr_usd_l_ph_h_hp","WHEA_curr_usd_l_ph_h_hp","BARL_curr_usd_l_ph_h_hp","ACOF_curr_usd_l_ph_h_hp","RCOF_curr_usd_l_ph_h_hp","PMIL_curr_usd_l_ph_h_hp","SMIL_curr_usd_l_ph_h_hp","POTA_curr_usd_l_ph_h_hp","SWPO_curr_usd_l_ph_h_hp","CASS_curr_usd_l_ph_h_hp","COWP_curr_usd_l_ph_h_hp","PIGE_curr_usd_l_ph_h_hp","SOYB_curr_usd_l_ph_h_hp","GROU_curr_usd_l_ph_h_hp","SUGC_curr_usd_l_ph_h_hp","COTT_curr_usd_l_ph_h_hp","COCO_curr_usd_l_ph_h_hp","TEAS_curr_usd_l_ph_h_hp","TOBA_curr_usd_l_ph_h_hp","MAIZ_curr_usd_l_ph_l_hp","SORG_curr_usd_l_ph_l_hp","BEAN_curr_usd_l_ph_l_hp","CHIC_curr_usd_l_ph_l_hp","LENT_curr_usd_l_ph_l_hp","WHEA_curr_usd_l_ph_l_hp","BARL_curr_usd_l_ph_l_hp","ACOF_curr_usd_l_ph_l_hp","RCOF_curr_usd_l_ph_l_hp","PMIL_curr_usd_l_ph_l_hp","SMIL_curr_usd_l_ph_l_hp","POTA_curr_usd_l_ph_l_hp","SWPO_curr_usd_l_ph_l_hp","CASS_curr_usd_l_ph_l_hp","COWP_curr_usd_l_ph_l_hp","PIGE_curr_usd_l_ph_l_hp","SOYB_curr_usd_l_ph_l_hp","GROU_curr_usd_l_ph_l_hp","SUGC_curr_usd_l_ph_l_hp","COTT_curr_usd_l_ph_l_hp","COCO_curr_usd_l_ph_l_hp","TEAS_curr_usd_l_ph_l_hp","TOBA_curr_usd_l_ph_l_hp","MAIZ_curr_usd_h_ph_h_hp","SORG_curr_usd_h_ph_h_hp","BEAN_curr_usd_h_ph_h_hp","CHIC_curr_usd_h_ph_h_hp","LENT_curr_usd_h_ph_h_hp","WHEA_curr_usd_h_ph_h_hp","BARL_curr_usd_h_ph_h_hp","ACOF_curr_usd_h_ph_h_hp","RCOF_curr_usd_h_ph_h_hp","PMIL_curr_usd_h_ph_h_hp","SMIL_curr_usd_h_ph_h_hp","POTA_curr_usd_h_ph_h_hp","SWPO_curr_usd_h_ph_h_hp","CASS_curr_usd_h_ph_h_hp","COWP_curr_usd_h_ph_h_hp","PIGE_curr_usd_h_ph_h_hp","SOYB_curr_usd_h_ph_h_hp","GROU_curr_usd_h_ph_h_hp","SUGC_curr_usd_h_ph_h_hp","COTT_curr_usd_h_ph_h_hp","COCO_curr_usd_h_ph_h_hp","TEAS_curr_usd_h_ph_h_hp","TOBA_curr_usd_h_ph_h_hp","MAIZ_curr_usd_h_ph_l_hp","SORG_curr_usd_h_ph_l_hp","BEAN_curr_usd_h_ph_l_hp","CHIC_curr_usd_h_ph_l_hp","LENT_curr_usd_h_ph_l_hp","WHEA_curr_usd_h_ph_l_hp","BARL_curr_usd_h_ph_l_hp","ACOF_curr_usd_h_ph_l_hp","RCOF_curr_usd_h_ph_l_hp","PMIL_curr_usd_h_ph_l_hp","SMIL_curr_usd_h_ph_l_hp","POTA_curr_usd_h_ph_l_hp","SWPO_curr_usd_h_ph_l_hp","CASS_curr_usd_h_ph_l_hp","COWP_curr_usd_h_ph_l_hp","PIGE_curr_usd_h_ph_l_hp","SOYB_curr_usd_h_ph_l_hp","GROU_curr_usd_h_ph_l_hp","SUGC_curr_usd_h_ph_l_hp","COTT_curr_usd_h_ph_l_hp","COCO_curr_usd_h_ph_l_hp","TEAS_curr_usd_h_ph_l_hp","TOBA_curr_usd_h_ph_l_hp","total","MAIZ_curr_usd","SORG_curr_usd","BEAN_curr_usd","CHIC_curr_usd","LENT_curr_usd","WHEA_curr_usd","BARL_curr_usd","ACOF_curr_usd","RCOF_curr_usd","PMIL_curr_usd","SMIL_curr_usd","POTA_curr_usd","SWPO_curr_usd","CASS_curr_usd","COWP_curr_usd","PIGE_curr_usd","SOYB_curr_usd","GROU_curr_usd","SUGC_curr_usd","COTT_curr_usd","COCO_curr_usd","TEAS_curr_usd","TOBA_curr_usd","l_ph_h_hp","l_ph_l_hp","h_ph_h_hp","h_ph_l_hp","high_hp","high_hp_perc"
"139","Kenya","Machakos","Mavoko",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345808.061075074,12840.4239115899,470264.025941768,0,24015.541222288,0,0,18133.1334590349,0,0,0,5616.19061011396,40972.02184324,0,24925.4659552079,0,0,0,0,0,0,0,0,675567.338373384,22050.2678793881,379507.68028285,0,80129.9325478281,2685.28516905896,0,10496.8034272938,0,0,0,118728.781376508,80214.4401837243,28939.277966619,26074.0771437076,23953.2639893214,0,0,0,0,0,0,0,2390922,1021375.39944846,34890.691790978,849771.706224619,0,104145.473770116,2685.28516905896,0,28629.9368863287,0,0,0,124344.971986622,121186.462026964,28939.277966619,50999.5430989155,23953.2639893214,0,0,0,0,0,0,0,0,0,942574.864018317,1448347.14833968,942574.9,39.4
"247","Kenya","Samburu","Samburu North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190243.667269103,2651.85919897337,15150.2696249486,0,0,0,0,0,0,1347.88944843039,0,0,2176.30071356071,0,0,0,0,17983.8716724696,0,0,0,0,0,261882.257378647,3781.03714258847,19190.9700862706,0,0,7123.20529223279,14606.2771242689,0,0,2140.45123750964,0,17165.9881520323,3033.03306568852,0,0,0,0,24606.2238802781,0,0,0,0,0,583083.3,452125.92464775,6432.89634156184,34341.2397112191,0,0,7123.20529223279,14606.2771242689,0,0,3488.34068594003,0,17165.9881520323,5209.33377924923,0,0,0,0,42590.0955527477,0,0,0,0,0,0,0,229553.857927486,353529.443359516,229553.9,39.4
"163","Kenya","Meru","Igembe North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532374.39574582,108415.869951879,1725595.34506083,0,61828.3300427434,0,0,153491.608885239,0,38417.1359582763,0,4108934.32678477,126529.655037053,83217.1416429661,25497.0117447408,27580.6273112498,0,0,0,24360.807023027,0,84855.3511557374,208703.923566277,4902956.86947997,368978.857079946,3698750.47386404,0,15412.9129007775,0,0,120171.214480956,0,273768.588083122,0,1992455.80889785,844315.365951859,383906.105478668,179122.355735558,186207.111638923,0,0,0,184571.407817124,0,26016.9827607468,266160.070980134,21752595.7,6435331.26522579,477394.727031824,5424345.81892487,0,77241.2429435209,0,0,273662.823366195,0,312185.724041398,0,6101390.13568263,970845.020988913,467123.247121634,204619.367480299,213787.738950173,0,0,0,208932.214840151,0,110872.333916484,474863.994546411,0,0,8309801.52991061,13442794.1251497,8309801.5,38.2
"118","Kenya","Kitui","Kitui East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940800.2359726,202556.239018586,1092748.98307947,0,0,0,0,0,0,144633.079451581,0,0,30106.4763682126,76449.4440504478,377762.689967632,453678.954899009,0,0,0,24993.0811908108,0,0,14733.3072395499,4011303.11244892,442644.294164562,1552209.50812358,0,0,0,0,0,0,383924.469932527,0,0,76493.3133070574,186564.381639838,573566.316509032,651997.36383094,0,0,0,62581.3179779677,0,0,34547.7770409926,12334294.3,5952103.34842152,645200.533183148,2644958.49120306,0,0,0,0,0,0,528557.549384108,0,0,106599.78967527,263013.825690286,951329.006476664,1105676.31872995,0,0,0,87574.3991687785,0,0,49281.0842805425,0,0,4358462.4912379,7975831.85497542,4358462.5,35.3
"59","Kenya","Kajiado","Kajiado South",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844864.569878459,750.098457369571,926252.272343481,0,0,8161.19463511624,0,94279.1852086162,0,0,15713.1488847551,6462682.97321222,70928.5241194856,0,27332.4702767411,15053.9314468284,0,0,0,0,0,0,0,4048602.69398516,7635.49830036547,4187692.86876621,0,0,101809.941217884,3092.10838154396,64866.4443549558,0,3825.94598544424,22796.6171259473,8983910.91784325,191094.765807662,0,40336.0565843378,22457.1597322843,0,3060.99732803497,0,0,0,0,0,26147200.4,4893467.26386362,8385.59675773504,5113945.14110969,0,0,109971.135853,3092.10838154396,159145.629563572,0,3825.94598544424,38509.7660107023,15446593.8910555,262023.289927148,0,67668.5268610788,37511.0911791127,0,3060.99732803497,0,0,0,0,0,0,0,8466018.36846307,17681182.0154131,8466018.4,32.4
"210","Kenya","Nakuru","Kuresoi North",376445.509047441,3537.3604737493,191854.514570258,0,0,40545.1579740521,12049.9087311355,7380.9501194013,0,2626.83284917682,0,842821.74982807,4684.10554896714,0,0,0,0,566.041016452003,0,0,0,696375.587462863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100923.100812785,284.894026461459,47188.3016478224,0,0,693331.664085573,118318.235809154,1118.55014668355,0,13694.3660066579,0,3549142.66616334,43287.9980706163,0,0,0,0,2981.69718423544,0,0,0,43292.8705042349,0,544743.541313646,6365.63134678067,278527.954665672,0,0,1851523.73255275,435972.633779113,0,0,30121.6051760234,0,11474364.668547,96551.9446612559,0,0,0,0,6203.70336681261,0,0,0,516970.731148663,0,22033798.2,1022112.15117387,10187.8858469914,517570.770883753,0,0,2585400.55461237,566340.778319402,8499.50026608485,0,46442.8040318581,0,15866329.0845384,144524.048280839,0,0,0,0,9751.44156750005,0,0,0,1256639.18911576,0,2178887.71762157,0,4613564.34445756,15241346.1465577,6792452.1,30.8
"250","Kenya","Siaya","Bondo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306684.84640492,217627.655226171,2442.88238208146,0,0,0,0,0,0,14706.4509399981,0,11186.1242255648,1990.55641419736,833784.142963999,5624.13238635736,0,0,14480.908061171,136306.056459094,21895.0184841764,0,0,0,2933235.07336987,666733.678034038,0,0,0,0,0,0,0,33247.7999563441,0,35506.7844620895,0,2085585.10495317,8046.29535703661,0,0,18713.3848954124,0,68378.541071865,0,0,0,8416175.4,4239919.91977479,884361.333260209,2442.88238208146,0,0,0,0,0,0,47954.2508963422,0,46692.9086876543,1990.55641419736,2919369.24791717,13670.427743394,0,0,33194.2929565833,136306.056459094,90273.5595560414,0,0,0,0,0,2566728.77394774,5849446.66209982,2566728.8,30.5
"81","Kenya","Kiambu","Juja",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587975.106984938,897.842242969753,306621.314045023,0,117.499773249481,0,0,174233.340182095,0,0,0,2959481.15226916,628471.420625932,1013.48846824867,2716.7117923364,0,307.342844865044,0,0,0,0,63999.003844799,0,1342190.18266773,2761.35419853058,557147.303494784,0,432.893928727222,0,0,195076.40138216,0,0,0,4925352.788445,4967790.62362447,52483.6121258847,13762.0773565644,6737.64933186214,1374.5503220621,0,0,0,0,43998.5255218895,0,16834942.2,1930165.28965267,3659.19644150033,863768.617539807,0,550.393701976703,0,0,369309.741564255,0,0,0,7884833.94071415,5596262.0442504,53497.1005941334,16478.7891489008,6737.64933186214,1681.89316692715,0,0,0,0,107997.529366689,0,0,0,4725834.22307361,12109107.9623997,4725834.2,28.1
"21","Kenya","Bungoma","Tongaren",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886364.858621636,81997.3139910486,804370.660778876,0,583.082946973137,0,0,0,0,2143.95784578894,0,950989.262219509,549286.540014009,148018.010443276,10658.7161068873,0,4375.94610903814,0,698402.697799941,0,0,0,891567.700981417,4582762.87374436,303926.651632219,2815928.36850655,0,1511.7057097949,46043.3534819868,0,12271.6032566139,0,2436.16442207678,0,3619437.68163212,760014.545662572,40137.3749911806,14407.5566300355,0,12304.3877713641,736.623224681727,1057459.79107205,0,0,0,2113541.28384705,20411678.7,5469127.732366,385923.965623268,3620299.02928542,0,2094.78865676803,46043.3534819868,0,12271.6032566139,0,4580.12226786572,0,4570426.94385163,1309301.08567658,188155.385434456,25066.2727369229,0,16680.3338804022,736.623224681727,1755862.488872,0,0,0,3005108.98482847,0,0,5028758.7478584,15382919.9655847,5028758.7,24.6
"284","Kenya","Uasin Gishu","Turbo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796462.887690051,62745.0332632987,467861.427059409,0,472.528811191736,2031.20396866386,0,0,0,1204.67439544739,0,759152.461633644,435742.844983289,111538.261301394,8433.58906553378,0,3433.79116001301,0,589441.547893469,0,0,107884.950997128,1547.62048812417,3487949.39337704,62036.065491447,995374.976892398,0,117.634023463286,2253463.22626259,145000.210735205,2861.97220232111,0,12881.687574691,0,2986944.03841527,124747.543684569,0,1963.65634775663,0,1072.03656697953,0,316455.807079187,0,0,160692.671620509,574.656728739865,13900088.4,4284412.2810671,124781.098754746,1463236.40395181,0,590.162834655022,2255494.43023125,145000.210735205,2861.97220232111,0,14086.3619701384,0,3746096.50004892,560490.388667858,111538.261301394,10397.2454132904,0,4505.82772699254,0,905897.354972656,0,0,268577.622617637,2122.27721686404,0,0,3347952.82271066,10552135.5770022,3347952.8,24.1
"77","Kenya","Kericho","Sigowet/Soin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933472.563236812,13558.5767353602,243393.977724969,0,0,1191.6215660955,0,35002.2610753766,0,48512.1003694578,0,67105.7667147952,500208.99461575,0,0,0,585.48525130407,605.825575496963,687145.303792214,0,0,268759.296965291,0,1858012.99763888,43994.1472296788,538227.867768318,0,0,3101.90790181449,0,61665.0602976119,0,100502.224581241,0,146461.058079081,965533.102637289,104308.497374242,22384.9038439663,0,1435.99188549701,14985.5609397964,4594300.34160837,8363.32611349223,0,427453.532240725,0,11690272.3,2791485.56087569,57552.723965039,781621.845493287,0,0,4293.52946790999,0,96667.3213729885,0,149014.324950699,0,213566.824793876,1465742.09725304,104308.497374242,22384.9038439663,0,2021.47713680108,15591.3865152933,5281445.64540058,8363.32611349223,0,696212.829206016,0,0,0,2799541.77362292,8890730.52014,2799541.8,23.9
"73","Kenya","Kericho","Belgut",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061623.46916501,14053.9215131148,330777.246521653,0,0,39509.2699731873,3792.09249092956,14846.0261504849,0,9445.05969484534,0,478698.99705452,39292.9345744587,0,0,0,0,279.971578346712,0,0,0,1400511.63539677,0,988605.924545346,16045.8201243441,354812.38390057,0,622.415415756678,3278.11824767344,0,23939.1402921002,0,9600.29351933266,0,176809.340057074,74334.8718135845,0,1989.77964614345,0,17348.6104420831,1975.93378016444,179050.190251695,0,0,332120.153019887,0,1717184.85213695,27073.2128686006,637189.226262647,0,0,7760.09801750855,0,45264.7222502904,0,17020.2043419558,0,325081.272913245,110359.067297852,0,0,0,206.058713428807,144.722715543723,106470.733204857,0,0,904396.657688758,0,9471514.4,3767414.24584731,57172.9545060595,1322778.85668487,0,622.415415756678,50547.4862383693,3792.09249092956,84049.8886928755,0,36065.5575561338,0,980589.610024839,223986.873685895,0,1989.77964614345,0,17554.6691555119,2400.62807405488,285520.923456552,0,0,2637028.44610541,0,0,3392830.62411332,2180532.97505575,3898150.82841164,2180533,23
"168","Kenya","Meru","Tigania West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455073.745676202,29307.6129544053,306351.320632575,0,54377.291538738,17788.6556289273,3381.31051158056,69519.856158335,0,6211.15029378716,0,1307406.7989724,67594.5381721979,63504.2157617089,14994.3474781502,6712.1422474424,0,0,0,7480.80545777127,0,51166.5795786842,70619.2457933273,2430152.40426906,118630.419358036,1551178.55459176,0,98153.7154240479,138738.300139012,21262.7906943763,349439.298021899,0,48227.0752525815,0,3287394.55282661,449131.635757817,330458.017790893,81766.2862130182,54880.015318283,0,98851.2833765236,0,65935.8653231312,0,58342.6920422936,395271.651720527,12109304.2,2885226.14994526,147938.032312441,1857529.87522433,0,152531.006962786,156526.955767939,24644.1012059569,418959.154180234,0,54438.2255463687,0,4594801.35179901,516726.173930015,393962.233552602,96760.6336911684,61592.1575657254,0,98851.2833765236,0,73416.6707809024,0,109509.271620978,465890.897513854,0,0,2531489.61685623,9577814.55811987,2531489.6,20.9
"235","Kenya","Nyandarua","Kinangop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62907.6586325113,0,0,0,0,0,1642805.9837139,1528666.00289824,8800.77159308087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47927.9128947752,0,0,0,0,0,5660784.72422952,756641.404514554,3526.45254622966,0,0,0,0,0,0,0,0,0,73460.4481981364,285.678749045974,24973.5434771467,0,0,671358.548529273,17970.9510612782,0,0,1444.31466668508,0,14893290.9476776,5509021.35078689,25474.2752220144,0,0,0,349.964455550467,0,0,0,740.010331419592,0,30930430.9,73460.4481981364,285.678749045974,24973.5434771467,0,0,782194.120056559,17970.9510612782,0,0,1444.31466668508,0,22196881.655621,7794328.75819969,37801.4993613249,0,0,0,349.964455550467,0,0,0,740.010331419592,0,0,3243180.41683773,6468880.49418508,21218370.033155,6468880.5,20.9
"267","Kenya","Trans Nzoia","Endebess",423960.397871301,554.955986781139,115783.266862311,0,0,52819.0618084747,0,4136.19278463424,0,7944.1561726562,0,434243.043160133,122436.744515092,0,0,0,0,373.924926704658,0,0,0,0,1337.4146682789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99540.8926423788,0,0,0,15808.8315719816,0,936611.347354456,177626.424803638,0,0,0,0,639.95998737624,0,0,0,0,0,6344410.08014601,9630.97253457855,1325725.93985605,0,0,338638.89807426,0,36680.8672519338,0,22080.6033122029,0,1441709.79584851,444053.021008813,0,0,0,0,2274.62397129968,0,0,0,0,56104.219363935,12415125.6,6768370.47801732,10185.9285213597,1441509.20671836,0,0,490998.852525114,0,40817.0600365681,0,45833.5910568407,0,2812564.1863631,744116.190327543,0,0,0,0,3288.50888538058,0,0,0,0,57441.6340322139,1163589.15875637,0,1230227.45635983,10021309.0213676,2393816.6,19.3
"5","Kenya","Baringo","Eldama Ravine",198725.057341752,4275.64593458126,79645.3573201669,0,0,415263.585050171,14438.6814738143,0,0,14927.7466374485,0,1620434.7179534,5386.86045845929,0,0,0,82.1050041886871,20.9978688105765,0,0,0,0,0,398437.938097588,6461.56535849329,208878.059805924,0,0,25008.1834212888,0,0,0,21557.5810816364,0,2146096.49234497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2202366.83393817,37220.3630103116,849208.958409108,0,0,215264.218302972,67861.1058725768,2532.66837444827,0,22944.8301500932,0,3915633.61014229,20248.2389084217,0,0,0,0,909.907594860969,0,0,0,4156.05549948943,213.863557779239,12498201.2,2799529.82937751,47957.5743033861,1137732.3755352,0,0,655535.986774432,82299.787346391,2532.66837444827,0,59430.1578691781,0,7682164.82044065,25635.099366881,0,0,0,82.1050041886871,930.905463671545,0,0,0,4156.05549948943,213.863557779239,2353200.75504279,2806439.8201099,0,7338560.65376052,2353200.8,18.8
"240","Kenya","Nyeri","Kieni",47578.9920251709,56.746720610559,116654.898772895,0,0,957359.476919533,0,0,0,0,0,11770433.649863,5112.78541935306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235134.305769192,429.331306572056,98669.5914603976,0,0,277774.232558631,0,15081.3624938426,0,0,0,3166213.59775024,0,0,0,0,0,0,0,0,0,52893.482472391,0,7648765.55388137,18691.7157845197,5003598.17575291,0,0,2502766.99961671,12137.8963920092,1149638.39995386,0,1662.94467299265,0,61772508.8357484,112920.409514819,646.290778141767,0,0,102.497410233567,0,0,0,0,1210572.12269247,0,96177404.3,7931478.85167573,19177.7938117024,5218922.6659862,0,0,3737900.70909487,12137.8963920092,1164719.7624477,0,1662.94467299265,0,76709156.0833616,118033.194934172,646.290778141767,0,0,102.497410233567,0,0,0,0,1263465.60516486,0,12897196.5497205,0,3846195.90381126,79434011.8421984,16743392.5,17.4
"123","Kenya","Kitui","Mwingi North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617286.16298698,314761.069639479,589508.426099157,0,0,0,0,0,0,359880.509990891,0,0,59611.9942384628,281181.036247368,603425.834073108,242397.626727531,0,0,0,36370.5352048599,0,0,0,7862915.03225828,1552589.53185799,2538547.13194258,0,0,0,0,0,0,2043696.77837958,0,0,367902.835522062,1451484.9110767,2346549.20341706,955430.604260743,0,0,0,246553.775053138,0,0,204265.519254066,23674358.5,9480201.19524525,1867350.60149747,3128055.55804173,0,0,0,0,0,0,2403577.28837047,0,0,427514.829760524,1732665.94732407,2949975.03749017,1197828.23098827,0,0,0,282924.310257998,0,0,204265.519254066,0,0,4104423.19520783,19569935.3230222,4104423.2,17.3
"127","Kenya","Kwale","Matuga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71578.73992211,22622.2985956524,1530.08915353309,0,0,0,0,0,0,58.9133555602799,0,0,16485.2256757171,86903.0526421409,5067.49440512448,15.295830714363,0,0,0,0,0,0,0,309695.315240076,101702.025200106,7285.53669423542,0,0,0,0,0,0,568.080069206737,0,0,88100.8582022719,510508.890610196,16467.7952554462,117.598620989153,0,0,0,0,0,0,0,1238707.2,381274.055162186,124324.323795758,8815.62584776851,0,0,0,0,0,0,626.993424767017,0,0,104586.083877989,597411.943252337,21535.2896605707,132.894451703516,0,0,0,0,0,0,0,0,0,204261.109580553,1034446.09989253,204261.1,16.5
"270","Kenya","Trans Nzoia","Saboti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018655.37792806,2573.50640687834,289331.916717884,0,0,59388.86335703,0,8155.15768944832,0,4458.59062219301,0,261551.04488466,99762.6053903013,0,0,0,0,496.380854927907,0,0,0,0,7192.95329202184,5482626.67547269,7681.80763484989,1629742.09245573,0,0,201418.854943718,0,35498.3326936656,0,12346.7045155276,0,1184860.03286049,274574.465847975,0,0,0,0,2530.06128241037,0,0,0,0,60161.3312880412,10643006.8,6501282.05340075,10255.3140417282,1919074.00917362,0,0,260807.718300748,0,43653.4903831139,0,16805.2951377206,0,1446411.07774515,374337.071238276,0,0,0,0,3026.44213733827,0,0,0,0,67354.284580063,0,0,1751566.3971434,8891440.3589951,1751566.4,16.5
"99","Kenya","Kirinyaga","Mwea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642396.713291104,2163.43822740158,703852.318010783,264822.418546815,46.3814927750226,0,0,128298.315195574,0,0,0,1269876.71191635,975251.573318494,27239.4619401849,8181.34939824382,682.497761686901,905.38604780055,0,0,0,0,43867.8245859952,0,6461827.98609515,56027.3002804099,3952744.56103728,79672.5176572109,13.914448120481,0,0,839565.202777389,0,13991.3831933368,0,2300174.73883833,7900695.56803276,192926.161171685,125772.859148161,25478.1523722738,3542.5963398118,0,0,34611.4962605416,0,166581.638678854,86344.778578053,26307555.2,7104224.69938625,58190.7385078115,4656596.87904807,344494.936204026,60.2959408955036,0,0,967863.517972963,0,13991.3831933368,0,3570051.45075468,8875947.14135125,220165.623111869,133954.208546405,26160.6501339607,4447.98238761235,0,0,34611.4962605416,0,210449.46326485,86344.778578053,0,0,4067584.38973321,22239970.8549094,4067584.4,15.5
"211","Kenya","Nakuru","Kuresoi South",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610201.783840907,112949.591508836,0,0,8367.49382227522,0,2647961.48740947,26328.0544134718,0,0,0,0,1715.99234625399,0,0,0,0,0,285398.131081856,4762.5983281636,141011.114490278,0,0,3022748.29455225,643680.875069686,0,0,35279.9219133158,0,14504725.6785481,137768.804359557,0,0,0,0,6980.62437156769,0,0,0,41510.8714885637,0,22231391.3,285398.131081856,4762.5983281636,141011.114490278,0,0,3632950.07839316,756630.466578522,0,0,43647.415735591,0,17152687.1659576,164096.858773029,0,0,0,0,8696.61671782168,0,0,0,41510.8714885637,0,0,0,3407524.40334121,18823866.9142033,3407524.4,15.3
"228","Kenya","Narok","Narok North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191980.568604392,68.6906466441579,74534.1495231251,0,0,3699284.36390804,543405.045318661,0,0,3788.54273751039,0,6283673.38064469,11906.7028765218,0,0,0,0,835.142427436514,0,0,0,0,0,0,0,0,0,0,5229142.6726297,625266.766016771,0,0,26.8159531776562,0,5133776.93279387,0,0,0,0,0,0,0,0,0,0,0,3918112.54922988,1917.83874626452,800841.427755227,0,0,18235431.0259739,2451410.13650859,0,0,7761.11062063916,0,25198550.0800199,19301.2930591855,0,0,0,0,1347.36316864478,0,0,0,0,10495.4961900487,72442858.1,4110093.11783427,1986.52939290868,875375.577278352,0,0,27163858.0625117,3620081.94784402,0,0,11576.4693113272,0,36616000.3934585,31207.9959357072,0,0,0,0,2182.5055960813,0,0,0,0,10495.4961900487,0,10809476.586687,10988213.1873935,50645168.3212723,10988213.2,15.2
"124","Kenya","Kitui","Mwingi West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434976.062693556,109090.114858326,372853.452097122,0,0,0,0,0,0,128513.890492512,0,21385.5426719617,13430.6575628084,81423.2670981992,408850.250698422,154849.677484652,0,0,0,11508.5819948808,0,0,517.679138827957,4185120.70992559,459307.248155218,1689518.10672252,0,0,0,0,98725.4224178757,0,448170.072599617,0,22534.8673001586,683380.663316027,688511.593256771,1045276.19777746,583304.08491274,0,0,0,65424.8389986158,0,0,137747.256837068,11844420.2,4620096.77261914,568397.363013544,2062371.55881964,0,0,0,0,98725.4224178757,0,576683.963092128,0,43920.4099721203,696811.320878836,769934.86035497,1454126.44847589,738153.762397392,0,0,0,76933.4209934966,0,0,138264.935975896,0,0,1737399.17679127,10107021.0622197,1737399.2,14.7
